Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-30 09:30:00-04:00,421.32000732421875,424.20001220703125,420.4700012207031,424.0899963378906,424.0899963378906,1402188
2020-09-30 09:31:00-04:00,424.0603942871094,426.0,423.0,424.7503967285156,424.7503967285156,479911
2020-09-30 09:32:00-04:00,424.8500061035156,426.69989013671875,424.1966857910156,424.5126953125,424.5126953125,349187
2020-09-30 09:33:00-04:00,424.35009765625,426.3500061035156,423.42999267578125,423.79998779296875,423.79998779296875,269845
2020-09-30 09:34:00-04:00,423.5199890136719,425.20001220703125,423.2699890136719,424.51971435546875,424.51971435546875,219416
2020-09-30 09:35:00-04:00,424.2408142089844,426.0,423.55999755859375,425.2886047363281,425.2886047363281,245387
2020-09-30 09:36:00-04:00,425.57330322265625,427.5,425.3100891113281,427.29998779296875,427.29998779296875,440713
2020-09-30 09:37:00-04:00,427.3251953125,427.3999938964844,425.3370056152344,425.6600036621094,425.6600036621094,224055
2020-09-30 09:38:00-04:00,425.7499084472656,426.45989990234375,425.1499938964844,425.6300048828125,425.6300048828125,173579
2020-09-30 09:39:00-04:00,425.489990234375,426.989990234375,425.05999755859375,426.4800109863281,426.4800109863281,218623
2020-09-30 09:40:00-04:00,426.4800109863281,427.7699890136719,426.0199890136719,426.25,426.25,278890
2020-09-30 09:41:00-04:00,426.2001037597656,426.4407958984375,425.2500915527344,426.0,426.0,171289
2020-09-30 09:42:00-04:00,425.82000732421875,426.3500061035156,424.2300109863281,424.7149963378906,424.7149963378906,236010
2020-09-30 09:43:00-04:00,424.7049865722656,425.5599060058594,424.6758117675781,425.239990234375,425.239990234375,182039
2020-09-30 09:44:00-04:00,425.20001220703125,425.79998779296875,424.80999755859375,425.0,425.0,149617
2020-09-30 09:45:00-04:00,425.1361083984375,425.45550537109375,424.1099853515625,424.20001220703125,424.20001220703125,139609
2020-09-30 09:46:00-04:00,424.32110595703125,425.0,424.0199890136719,424.8360900878906,424.8360900878906,103534
2020-09-30 09:47:00-04:00,424.8883056640625,426.25,424.5,425.5631103515625,425.5631103515625,239685
2020-09-30 09:48:00-04:00,425.4200134277344,425.48419189453125,424.6300048828125,424.9905090332031,424.9905090332031,105154
2020-09-30 09:49:00-04:00,425.0,425.6400146484375,424.510009765625,425.0757141113281,425.0757141113281,125108
2020-09-30 09:50:00-04:00,425.0199890136719,425.8500061035156,424.75,425.7237854003906,425.7237854003906,99907
2020-09-30 09:51:00-04:00,425.590087890625,426.1499938964844,425.5549011230469,425.9200134277344,425.9200134277344,260173
2020-09-30 09:52:00-04:00,425.8652038574219,426.739990234375,425.5,426.6158142089844,426.6158142089844,219279
2020-09-30 09:53:00-04:00,426.3500061035156,428.29998779296875,426.2345886230469,427.739990234375,427.739990234375,351033
2020-09-30 09:54:00-04:00,427.635009765625,429.7900085449219,427.6000061035156,429.0799865722656,429.0799865722656,447492
2020-09-30 09:55:00-04:00,429.17999267578125,429.7699890136719,428.0,428.2200012207031,428.2200012207031,284207
2020-09-30 09:56:00-04:00,428.20001220703125,428.8799133300781,427.4700012207031,428.1763916015625,428.1763916015625,267065
2020-09-30 09:57:00-04:00,428.04998779296875,429.3302001953125,428.0101013183594,428.82000732421875,428.82000732421875,227929
2020-09-30 09:58:00-04:00,428.7367858886719,431.0,428.5614013671875,430.2383117675781,430.2383117675781,570122
2020-09-30 09:59:00-04:00,430.19000244140625,430.8500061035156,429.726806640625,430.32501220703125,430.32501220703125,296563
2020-09-30 10:00:00-04:00,430.2449951171875,433.0,430.23419189453125,432.239990234375,432.239990234375,531982
2020-09-30 10:01:00-04:00,432.32159423828125,432.7900085449219,431.489990234375,431.7497863769531,431.7497863769531,335838
2020-09-30 10:02:00-04:00,431.7594909667969,432.5,431.6210021972656,432.010009765625,432.010009765625,270990
2020-09-30 10:03:00-04:00,432.0,433.54998779296875,431.5201110839844,432.95989990234375,432.95989990234375,383110
2020-09-30 10:04:00-04:00,432.92999267578125,433.0,431.70001220703125,432.32000732421875,432.32000732421875,225924
2020-09-30 10:05:00-04:00,432.1499938964844,432.43890380859375,431.1835021972656,431.4039001464844,431.4039001464844,244717
2020-09-30 10:06:00-04:00,431.33880615234375,431.75,430.79998779296875,431.0,431.0,220855
2020-09-30 10:07:00-04:00,431.05120849609375,431.3800048828125,430.5600891113281,430.93951416015625,430.93951416015625,205294
2020-09-30 10:08:00-04:00,431.0,431.0498962402344,430.010009765625,430.5799865722656,430.5799865722656,200951
2020-09-30 10:09:00-04:00,430.4100036621094,432.1005859375,430.4100036621094,431.7121887207031,431.7121887207031,300618
2020-09-30 10:10:00-04:00,431.6881103515625,432.70001220703125,431.6524963378906,432.3699951171875,432.3699951171875,338573
2020-09-30 10:11:00-04:00,432.510009765625,432.64990234375,431.6453857421875,431.9100036621094,431.9100036621094,163834
2020-09-30 10:12:00-04:00,431.8999938964844,432.44000244140625,431.7699890136719,432.144287109375,432.144287109375,132899
2020-09-30 10:13:00-04:00,431.98089599609375,432.2998962402344,430.79998779296875,430.93548583984375,430.93548583984375,148947
2020-09-30 10:14:00-04:00,430.9700012207031,431.32989501953125,430.3500061035156,430.8276062011719,430.8276062011719,177956
2020-09-30 10:15:00-04:00,430.6590881347656,431.2298889160156,430.3800964355469,430.57000732421875,430.57000732421875,162588
2020-09-30 10:16:00-04:00,430.6700134277344,431.639892578125,430.6700134277344,431.0400085449219,431.0400085449219,193279
2020-09-30 10:17:00-04:00,431.0199890136719,431.8999938964844,430.7300109863281,431.67010498046875,431.67010498046875,141790
2020-09-30 10:18:00-04:00,431.6036071777344,431.8999938964844,431.0400085449219,431.4100036621094,431.4100036621094,131512
2020-09-30 10:19:00-04:00,431.4111022949219,431.4599914550781,430.44000244140625,430.44000244140625,430.44000244140625,125719
2020-09-30 10:20:00-04:00,430.47259521484375,430.57000732421875,429.0,429.8699035644531,429.8699035644531,333398
2020-09-30 10:21:00-04:00,429.7622985839844,430.2300109863281,429.7622985839844,430.0799865722656,430.0799865722656,28936
2020-09-30 10:22:00-04:00,429.7349853515625,430.92999267578125,429.12060546875,430.81671142578125,430.81671142578125,401144
2020-09-30 10:23:00-04:00,430.8163146972656,430.94000244140625,430.2300109863281,430.2300109863281,430.2300109863281,101310
2020-09-30 10:24:00-04:00,430.2200012207031,431.7998962402344,429.8399963378906,431.73779296875,431.73779296875,203638
2020-09-30 10:25:00-04:00,431.7900085449219,432.57989501953125,431.5,431.95001220703125,431.95001220703125,261913
2020-09-30 10:26:00-04:00,431.6278076171875,431.8800048828125,430.57000732421875,431.19989013671875,431.19989013671875,133932
2020-09-30 10:27:00-04:00,431.0050048828125,431.5400085449219,430.8999938964844,430.9909973144531,430.9909973144531,113444
2020-09-30 10:28:00-04:00,431.1099853515625,431.4800109863281,430.510009765625,430.61968994140625,430.61968994140625,123905
2020-09-30 10:29:00-04:00,430.5888977050781,430.7992858886719,429.29998779296875,429.70001220703125,429.70001220703125,190777
2020-09-30 10:30:00-04:00,429.8002014160156,430.3900146484375,429.70001220703125,429.7860107421875,429.7860107421875,147749
2020-09-30 10:31:00-04:00,429.78009033203125,430.1415100097656,428.7200927734375,429.8550109863281,429.8550109863281,209268
2020-09-30 10:32:00-04:00,429.8320007324219,430.4599914550781,429.5199890136719,429.8622131347656,429.8622131347656,146410
2020-09-30 10:33:00-04:00,429.876708984375,431.1499938964844,429.8599853515625,430.7134094238281,430.7134094238281,187892
2020-09-30 10:34:00-04:00,430.7818908691406,431.29998779296875,430.6499938964844,430.8599853515625,430.8599853515625,112276
2020-09-30 10:35:00-04:00,430.7200927734375,431.3299865722656,430.44000244140625,430.5849914550781,430.5849914550781,168365
2020-09-30 10:36:00-04:00,430.57080078125,430.7699890136719,429.8500061035156,430.1332092285156,430.1332092285156,151572
2020-09-30 10:37:00-04:00,430.29998779296875,431.8999938964844,430.1868896484375,431.57769775390625,431.57769775390625,183482
2020-09-30 10:38:00-04:00,431.5989990234375,432.3299865722656,431.4599914550781,432.2749938964844,432.2749938964844,256133
